sender,sender_type,sender_id,timestamp,meta,,Blank,DownLeft1,DownLeft2,DownLeft3,DownLeft4,DownLeft5,DownLeft6,DownRight1,DownRight2,DownRight3,DownRight4,DownRight5,DownRight6,FoodHabits_Fru_item1,FoodHabits_Fru_item2,FoodHabits_Fru_item3,FoodHabits_Fru_item4,FoodHabits_Fru_item5,FoodHabits_Fru_item6,FoodHabits_Fru_item7,FoodHabits_Meat_item1,FoodHabits_Meat_item2,FoodHabits_Meat_item3,FoodHabits_Meat_item4,FoodHabits_Meat_item5,FoodHabits_Meat_item6,FoodHabits_Meat_item7,FoodHabits_Swe_item1,FoodHabits_Swe_item2,FoodHabits_Swe_item3,FoodHabits_Swe_item4,FoodHabits_Swe_item5,FoodHabits_Swe_item6,FoodHabits_Swe_item7,FoodHabits_Veg_item1,FoodHabits_Veg_item2,FoodHabits_Veg_item3,FoodHabits_Veg_item4,FoodHabits_Veg_item5,FoodHabits_Veg_item6,FoodHabits_Veg_item7,ImgA,ImgB,LeftBar,PSS_item01,PSS_item02,PSS_item03,PSS_item04,PSS_item05,PSS_item06,PSS_item07,PSS_item08,PSS_item09,PSS_item10,RefA,RefB,RefB1,RefB2,RefB3,RefB4,RefB5,RefB6,RefB7,Ref_PB,RightBar,UpLeft1,UpLeft2,UpLeft3,UpLeft4,UpLeft5,UpLeft6,UpRight1,UpRight2,UpRight3,UpRight4,UpRight5,UpRight6,VarA,VarA1,VarA2,VarA3,VarA4,VarB,VarB1,VarB2,VarB3,VarB4,VarB5,VarB6,Var_PB,attCheck_fileA,attCheck_fileB,attCheck_fileC,attCheck_fileD,attCheck_options,attCheck_valueA,attCheck_valueB,attCheck_valueC,attCheck_valueD,attention_check,block,browser_name,choseL,choseR,consent_form1,consent_form2,consentconfirmation_form1,consentconfirmation_form2,correct,correctResponse,diet,disorder,duration,edu,ended_on,enjoy,full_version,gender,group,hunger,img,imgTask,input_age,input_meal,input_occ,input_remark,lateRespFeed,list,major_version,message,mixQ_item1,mixQ_item2,mixQ_item3,mixQ_item4,mixQ_item5,name,navigator_appName,navigator_userAgent,os,pracQ1_IDa,pracQ1_IDb,pracQ1_IDc,pracQ1_IDd,pracQ1_optionA,pracQ1_optionB,pracQ1_optionC,pracQ1_optionD,pracQ1_valueA,pracQ1_valueB,pracQ1_valueC,pracQ1_valueD,pracQ2_IDa,pracQ2_IDb,pracQ2_IDc,pracQ2_optionA,pracQ2_optionB,pracQ2_optionC,pracQ2_valueA,pracQ2_valueB,pracQ2_valueC,pracQ4_IDa,pracQ4_IDb,pracQ4_IDc,pracQ4_IDd,pracQ4_optionA,pracQ4_optionB,pracQ4_optionC,pracQ4_optionD,pracQ4_valueA,pracQ4_valueB,pracQ4_valueC,pracQ4_valueD,pracQ5_IDa,pracQ5_IDb,pracQ5_IDc,pracQ5_IDd,pracQ5_optionA,pracQ5_optionB,pracQ5_optionC,pracQ5_optionD,pracQ5_valueA,pracQ5_valueB,pracQ5_valueC,pracQ5_valueD,prefHealty,prefUnhealthy,rep,response,response_action,skip,snack,sublock,subtitle,task_difficulty,task_engagement,task_focus,textL,textR,time_commit,time_end,time_render,time_run,time_show,time_switch,trial_count,trial_countO,url,valence
choice,canvas.Screen,2_4_3_6_1_0_2_0_0_0_2,2021-01-14T18:59:07.440Z,,,blank.png,"[""frie.png""]",blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""frie.png""]","[""carrot.png""]",PB16.png,,,,,,,,,,,0,6,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,PB18.png,PB18.png,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",1,"[""frie.png""]",blank.png,blank.png,blank.png,5,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,PB16.png,,,,,,,,,,,1,,,,,,,,,,,,294.8760000047623,,response,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""carrot.png""]","[""frie.png""]",2,left,keydown(ArrowLeft),false,,1,,,,,,,293345.02500000235,293176.5100000048,292881.634,293339.43000000727,,293814.951,,15,,
square,canvas.Screen,2_4_3_6_1_0_2_0_0_0_3,2021-01-14T18:59:08.894Z,,,blank.png,"[""frie.png""]",blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""frie.png""]","[""carrot.png""]",PB16.png,,,,,,,,,,,0,6,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,PB18.png,PB18.png,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",1,"[""frie.png""]",blank.png,blank.png,blank.png,5,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,PB16.png,,,,,,,,,,,1,,#33ff3f,#808080,,,,,,,,,999.9890000000014,,timeout,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""carrot.png""]","[""frie.png""]",2,,,false,,1,,,,,black,white,294799.39000000013,294798.274,293331.616,293821.04999999865,293814.951,294814.94,,,,
ITI_late,canvas.Screen,2_4_3_6_1_0_2_0_0_0_4,2021-01-14T18:59:09.895Z,,,blank.png,"[""frie.png""]",blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""frie.png""]","[""carrot.png""]",PB16.png,,,,,,,,,,,0,6,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,PB18.png,PB18.png,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",1,"[""frie.png""]",blank.png,blank.png,blank.png,5,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,PB16.png,,,,,,,,,,,1,,,,,,,,,,,,1000.039999999979,,timeout,,,,,,,,,,,,white,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""carrot.png""]","[""frie.png""]",2,,,false,,1,,,,,,,295800.07000001206,295798.314,294798.274,294801.24500000966,294814.94,295814.98,,,,
choice_sequence,flow.Sequence,2_4_3_6_1_0_2_0_0_0,2021-01-14T18:59:09.896Z,,,blank.png,"[""frie.png""]",blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""frie.png""]","[""carrot.png""]",PB16.png,,,,,,,,,,,0,6,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,PB18.png,PB18.png,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",1,"[""frie.png""]",blank.png,blank.png,blank.png,5,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,PB16.png,,,,,,,,,,,1,,,,,,,,,,,,4383.3610000000335,,completion,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""carrot.png""]","[""frie.png""]",2,,,false,,1,,,,,,,295800.68500000925,295798.314,291398.287,291397.4700000108,291414.953,295814.98,,,,
fixCross,canvas.Screen,2_4_3_6_1_0_2_0_0_1_0,2021-01-14T18:59:10.345Z,,,blank.png,"[""frie.png""]",blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""frie.png""]","[""carrot.png""]",PB14.png,,,,,,,,,,,0,6,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,PB18.png,PB18.png,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,blank.png,blank.png,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",1,"[""frie.png""]",blank.png,blank.png,blank.png,3,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,blank.png,blank.png,PB14.png,,,,,,,,,,,1,,,,,,,,,,,,849.9430000000284,,timeout,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""carrot.png""]","[""frie.png""]",2,,,false,,1,,,,,,,296249.9000000098,296248.273,295798.314,295804.17500001204,295814.98,296664.923,16,,,
timeout,canvas.Screen,2_4_3_6_1_0_2_0_0_1_1,2021-01-14T18:59:11.245Z,,,blank.png,"[""frie.png""]",blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""frie.png""]","[""carrot.png""]",PB14.png,,,,,,,,,,,0,6,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,PB18.png,PB18.png,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,blank.png,blank.png,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",1,"[""frie.png""]",blank.png,blank.png,blank.png,3,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,blank.png,blank.png,PB14.png,,,,,,,,,,,1,,,,,,,,,,,,900.1169999999693,,timeout,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""carrot.png""]","[""frie.png""]",2,,,false,,1,,,,,,,297150.33000000403,297148.369,296248.273,296665.5150000006,296664.923,297565.04,,,,
choice,canvas.Screen,2_4_3_6_1_0_2_0_0_1_2,2021-01-14T18:59:11.818Z,,,blank.png,"[""frie.png""]",blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""frie.png""]","[""carrot.png""]",PB14.png,,,,,,,,,,,0,6,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,PB18.png,PB18.png,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,blank.png,blank.png,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",1,"[""frie.png""]",blank.png,blank.png,blank.png,3,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,blank.png,blank.png,PB14.png,,,,,,,,,,,1,,,,,,,,,,,,157.1050000070245,,response,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""carrot.png""]","[""frie.png""]",2,left,keydown(ArrowLeft),false,,1,,,,,,,297723.20000000764,297722.145000007,297148.369,297574.63500001177,297565.04,298131.676,,16,,
square,canvas.Screen,2_4_3_6_1_0_2_0_0_1_3,2021-01-14T18:59:13.211Z,,,blank.png,"[""frie.png""]",blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""frie.png""]","[""carrot.png""]",PB14.png,,,,,,,,,,,0,6,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,PB18.png,PB18.png,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,blank.png,blank.png,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",1,"[""frie.png""]",blank.png,blank.png,blank.png,3,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,blank.png,blank.png,PB14.png,,,,,,,,,,,1,,#33ff3f,#808080,,,,,,,,,1000.1290000000154,,timeout,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""carrot.png""]","[""frie.png""]",2,,,false,,1,,,,,black,white,299116.4850000059,299115.139,298115.01,298128.85500000266,298131.676,299131.805,,,,
ITI_late,canvas.Screen,2_4_3_6_1_0_2_0_0_1_4,2021-01-14T18:59:13.961Z,,,blank.png,"[""frie.png""]",blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""frie.png""]","[""carrot.png""]",PB14.png,,,,,,,,,,,0,6,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,PB18.png,PB18.png,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,blank.png,blank.png,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",1,"[""frie.png""]",blank.png,blank.png,blank.png,3,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,blank.png,blank.png,PB14.png,,,,,,,,,,,1,,,,,,,,,,,,749.810999999987,,timeout,,,,,,,,,,,,white,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""carrot.png""]","[""frie.png""]",2,,,false,,1,,,,,,,299866.5900000051,299864.95,299115.139,299117.9450000054,299131.805,299881.616,,,,
choice_sequence,flow.Sequence,2_4_3_6_1_0_2_0_0_1,2021-01-14T18:59:13.962Z,,,blank.png,"[""frie.png""]",blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""frie.png""]","[""carrot.png""]",PB14.png,,,,,,,,,,,0,6,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,PB18.png,PB18.png,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,blank.png,blank.png,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",1,"[""frie.png""]",blank.png,blank.png,blank.png,3,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,blank.png,blank.png,PB14.png,,,,,,,,,,,1,,,,,,,,,,,,4049.9700000000303,,completion,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""carrot.png""]","[""frie.png""]",2,,,false,,1,,,,,,,299867.02000000514,299864.95,295798.314,295803.4850000113,295814.98,299881.616,,,,
fixCross,canvas.Screen,2_4_3_6_1_0_2_0_0_2_0,2021-01-14T18:59:14.512Z,,,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,"[""frie.png""]",blank.png,blank.png,blank.png,blank.png,blank.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""frie.png""]","[""carrot.png""]",PB18.png,,,,,,,,,,,0,6,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,PB18.png,PB15.png,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,blank.png,1,"[""frie.png""]",blank.png,blank.png,blank.png,4,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,blank.png,PB15.png,,,,,,,,,,,1,,,,,,,,,,,,966.7700000000186,,timeout,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""carrot.png""]","[""frie.png""]",2,,,false,,1,,,,,,,300417.2700000054,300415.123,299864.95,299870.50000000454,299881.616,300848.386,17,,,
timeout,canvas.Screen,2_4_3_6_1_0_2_0_0_2_1,2021-01-14T18:59:15.429Z,,,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,"[""frie.png""]",blank.png,blank.png,blank.png,blank.png,blank.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""frie.png""]","[""carrot.png""]",PB18.png,,,,,,,,,,,0,6,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,PB18.png,PB15.png,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,blank.png,1,"[""frie.png""]",blank.png,blank.png,blank.png,4,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,blank.png,PB15.png,,,,,,,,,,,1,,,,,,,,,,,,933.320000000007,,timeout,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""carrot.png""]","[""frie.png""]",2,,,false,,1,,,,,,,301333.6600000039,301331.719,300415.123,300859.8600000114,300848.386,301781.706,,,,
choice,canvas.Screen,2_4_3_6_1_0_2_0_0_2_2,2021-01-14T18:59:16.642Z,,,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,"[""frie.png""]",blank.png,blank.png,blank.png,blank.png,blank.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""frie.png""]","[""carrot.png""]",PB18.png,,,,,,,,,,,0,6,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,PB18.png,PB15.png,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,blank.png,1,"[""frie.png""]",blank.png,blank.png,blank.png,4,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,blank.png,PB15.png,,,,,,,,,,,1,,,,,,,,,,,,764.9390000094427,,response,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""carrot.png""]","[""frie.png""]",2,right,keydown(ArrowRight),false,,1,,,,,,,302547.4050000048,302546.64500000945,301331.719,301785.78500000003,301781.706,302964.927,,17,,
square,canvas.Screen,2_4_3_6_1_0_2_0_0_2_3,2021-01-14T18:59:18.044Z,,,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,"[""frie.png""]",blank.png,blank.png,blank.png,blank.png,blank.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""frie.png""]","[""carrot.png""]",PB18.png,,,,,,,,,,,0,6,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,PB18.png,PB15.png,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,blank.png,1,"[""frie.png""]",blank.png,blank.png,blank.png,4,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,blank.png,PB15.png,,,,,,,,,,,1,,#808080,#33ff3f,,,,,,,,,1000.0469999999623,,timeout,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""carrot.png""]","[""frie.png""]",2,,,false,,1,,,,,white,black,303949.2500000051,303948.308,302948.261,302955.7050000003,302964.927,303964.974,,,,
ITI_late,canvas.Screen,2_4_3_6_1_0_2_0_0_2_4,2021-01-14T18:59:18.295Z,,,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,"[""frie.png""]",blank.png,blank.png,blank.png,blank.png,blank.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""frie.png""]","[""carrot.png""]",PB18.png,,,,,,,,,,,0,6,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,PB18.png,PB15.png,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,blank.png,1,"[""frie.png""]",blank.png,blank.png,blank.png,4,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,blank.png,PB15.png,,,,,,,,,,,1,,,,,,,,,,,,250.14300000004005,,timeout,,,,,,,,,,,,white,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""carrot.png""]","[""frie.png""]",2,,,false,,1,,,,,,,304199.70500000636,304198.451,303948.308,303950.5150000041,303964.974,304215.117,,,,
choice_sequence,flow.Sequence,2_4_3_6_1_0_2_0_0_2,2021-01-14T18:59:18.295Z,,,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,"[""frie.png""]",blank.png,blank.png,blank.png,blank.png,blank.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""frie.png""]","[""carrot.png""]",PB18.png,,,,,,,,,,,0,6,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,PB18.png,PB15.png,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,blank.png,1,"[""frie.png""]",blank.png,blank.png,blank.png,4,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,blank.png,PB15.png,,,,,,,,,,,1,,,,,,,,,,,,4316.835000000021,,completion,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""carrot.png""]","[""frie.png""]",2,,,false,,1,,,,,,,304200.284999999,304198.451,299864.95,299869.82000000717,299881.616,304215.117,,,,
fixCross,canvas.Screen,2_4_3_6_1_0_2_0_0_3_0,2021-01-14T18:59:18.895Z,,,blank.png,"[""frie.png""]",blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""frie.png""]","[""carrot.png""]",PB17.png,,,,,,,,,,,0,6,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,PB18.png,PB18.png,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",1,"[""frie.png""]",blank.png,blank.png,blank.png,6,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",PB17.png,,,,,,,,,,,1,,,,,,,,,,,,1049.9039999999804,,timeout,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""carrot.png""]","[""frie.png""]",2,,,false,,1,,,,,,,304800.19999999786,304798.407,304198.451,304203.55000000563,304215.117,305265.021,18,,,
timeout,canvas.Screen,2_4_3_6_1_0_2_0_0_3_1,2021-01-14T18:59:19.845Z,,,blank.png,"[""frie.png""]",blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""frie.png""]","[""carrot.png""]",PB17.png,,,,,,,,,,,0,6,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,PB18.png,PB18.png,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",1,"[""frie.png""]",blank.png,blank.png,blank.png,6,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",PB17.png,,,,,,,,,,,1,,,,,,,,,,,,949.9780000000028,,timeout,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""carrot.png""]","[""frie.png""]",2,,,false,,1,,,,,,,305749.85500000184,305748.351,304798.407,305264.29500000086,305265.021,306214.999,,,,
